Series Name,Series Code,Country Name,Country Code,Year.1,Value
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2007,3.613
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2008,3.588
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2009,3.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2010,3.553
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2011,3.533
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2012,3.505
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2013,3.468
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Jordan,JOR,2014,3.422
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1967,3.79
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1968,3.683
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1969,3.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1970,3.538
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1971,3.489
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1972,3.44
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1973,3.385
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1974,3.32
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1975,3.249
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1976,3.175
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1977,3.106
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1978,3.048
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1979,3.019
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1980,2.9
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1981,2.95
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1982,3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1983,3.04
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1984,3.08
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1985,3.08
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1986,3.135
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1987,3.19
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1988,3.13
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1989,2.82
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1990,2.72
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1991,2.61
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1992,2.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1993,2.3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1994,2.28
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1995,2.26
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1996,2.13
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1997,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1998,1.8
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,1999,1.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2000,1.8
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2001,1.9
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2002,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2003,2.03
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2004,2.21
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2005,2.22
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2006,2.36
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2007,2.5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2008,2.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2009,2.55
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2010,2.6
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2011,2.59
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2012,2.62
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2013,2.64
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kazakhstan,KAZ,2014,2.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1967,8.125
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1968,8.117
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1969,8.103
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1970,8.081
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1971,8.051
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1972,8.012
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1973,7.963
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1974,7.905
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1975,7.84
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1976,7.769
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1977,7.695
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1978,7.618
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1979,7.538
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1980,7.455
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1981,7.366
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1982,7.27
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1983,7.165
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1984,7.049
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1985,6.918
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1986,6.769
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1987,6.602
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1988,6.422
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1989,6.231
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1990,6.037
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1991,5.847
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1992,5.668
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1993,5.506
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1994,5.366
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1995,5.251
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1996,5.165
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1997,5.102
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1998,5.059
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,1999,5.03
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2000,5.012
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2001,5
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2002,4.989
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2003,4.975
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2004,4.953
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2005,4.921
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2006,4.878
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2007,4.825
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2008,4.766
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2009,4.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2010,4.629
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2011,4.556
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2012,4.481
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2013,4.406
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kenya,KEN,2014,4.334
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1967,6.125
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1968,5.902
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1969,5.673
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1970,5.457
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1971,5.273
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1972,5.13
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1973,5.034
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1974,4.985
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1975,4.978
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1976,4.999
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1977,5.031
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1978,5.058
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1979,5.072
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1980,5.07
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1981,5.051
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1982,5.022
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1983,4.988
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1984,4.952
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1985,4.912
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1986,4.871
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1987,4.829
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1988,4.784
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1989,4.738
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1990,4.688
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1991,4.635
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1992,4.576
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1993,4.512
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1994,4.445
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1995,4.374
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1996,4.304
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1997,4.235
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1998,4.17
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,1999,4.11
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2000,4.058
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2001,4.015
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2002,3.979
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2003,3.95
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2004,3.927
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2005,3.909
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2006,3.895
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2007,3.883
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2008,3.872
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2009,3.859
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2010,3.843
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2011,3.822
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2012,3.796
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2013,3.765
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kiribati,KIR,2014,3.73
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1967,4.262
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1968,4.336
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1969,4.364
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1970,4.327
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1971,4.214
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1972,4.038
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1973,3.816
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1974,3.564
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1975,3.307
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1976,3.075
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1977,2.889
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1978,2.761
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1979,2.693
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1980,2.676
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1981,2.687
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1982,2.698
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1983,2.69
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1984,2.654
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1985,2.593
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1986,2.515
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1987,2.438
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1988,2.374
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1989,2.325
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1990,2.289
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1991,2.262
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1992,2.235
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1993,2.202
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1994,2.163
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1995,2.121
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1996,2.079
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1997,2.042
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1998,2.015
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,1999,1.999
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2000,1.991
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2001,1.992
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2002,1.996
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2003,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2004,2.004
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2005,2.005
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2006,2.006
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2007,2.005
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2008,2.005
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2009,2.004
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2010,2.003
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2011,2
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2012,1.995
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2013,1.988
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Dem. People’s Rep.",PRK,2014,1.979
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1967,4.845
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1968,4.725
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1969,4.624
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1970,4.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1971,4.54
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1972,4.12
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1973,4.07
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1974,3.77
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1975,3.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1976,3
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1977,2.99
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1978,2.64
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1979,2.9
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1980,2.82
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1981,2.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1982,2.39
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1983,2.06
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1984,1.74
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1985,1.66
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1986,1.58
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1987,1.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1988,1.55
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1989,1.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1990,1.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1991,1.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1992,1.76
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1993,1.654
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1994,1.656
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1995,1.634
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1996,1.574
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1997,1.52
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1998,1.448
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,1999,1.41
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2000,1.467
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2001,1.297
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2002,1.166
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2003,1.18
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2004,1.154
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2005,1.076
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2006,1.123
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2007,1.25
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2008,1.192
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2009,1.149
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2010,1.226
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2011,1.244
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2012,1.297
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2013,1.187
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,"Korea, Rep.",KOR,2014,1.205
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1981,4.58
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1982,4.88
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1983,4.48
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1984,4.82
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1985,4.56
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1986,4.47
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1987,4.43
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1988,4.26
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1989,3.92
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1990,3.9
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1991,3.58
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1992,2.96
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1993,2.84
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1994,2.71
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1995,2.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1996,2.7
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1997,2.46
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1998,2.57
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,1999,2.88
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2000,2.95
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2001,2.8
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2002,2.66
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2003,2.34
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2004,2.53
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2005,2.65
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Kosovo,KSV,2006,2.43
